Key,Stop Name,Latitude,Longitude
10502,Gokul Bhavan,18.5015507,73.8586438
10503,Bhapkar Petrol Pump,18.48967,73.85766
10504,Aranyeshwar Corner,18.4864,73.8576314
10505,Shankar Maharaj Math,18.4705355,73.8572714
10506,Balajinagar,18.4642928,73.8582722
10507,Sarpodyan,18.4547018,73.8587314
10508,Katraj,18.4467623,73.8587072
10509,Sarpodyan,18.4539197,73.8584107
10510,Bharati Vidyapeeth Gate,18.457481,73.8581867
10511,Lakshminarayan,18.4963483,73.8579649
10512,Swargate,18.4993633,73.8581567
10513,Sarasbaug,18.5031482,73.8537294
10514,Bhikardas Maruti,18.5082976,73.8537136
10515,Shanipar,18.512362,73.8537881
10516,Appa Balawant Chowk,18.51555,73.8537476
10517,Ma Na Pa,18.523551,73.854086
10518,Shivaji Putala,18.526472,73.852447
10519,Simla Office,18.52873,73.84998
10520,Shivajinagar,18.5317779,73.8509465
10521,COEP Hostel,18.5285821,73.8523184
10522,Shivaji Putala,18.5263849,73.8528129
10523,Ma Na Pa,18.5241053,73.8539842
10524,Vasant Talkies,18.5174639,73.8563159
10525,Gadikhana,18.51331,73.8573617
10526,Shahu Chowk,18.5090535,73.8580344
10527,Shivaji Maratha Highschool,18.5059746,73.8584768
10528,Gokul Bhavan,18.501544,73.8586553
10529,Swargate,18.498875,73.858464
10530,Lakshminarayan,18.4969996,73.8581203
10531,ST Colony,18.4930483,73.8578205
10532,Bhapkar Petrol Pump,18.4896484,73.8576618
10533,Natubaug,18.4815353,73.8573978
10534,Padmawati,18.4748636,73.856432
10535,Bharati Vidyapeeth Gate,18.4571298,73.8585485
10536,Sarpodyan,18.4546559,73.8586316
10537,Morebaug,18.4492466,73.8582687
10538,Katraj,18.4469802,73.858974
10539,Gujarwadi Phata,18.4383493,73.8605467
10540,Mangdewadi Petrol Pump,18.4322864,73.8586721
10541,Bhilarewadi,18.4225405,73.8601835
10542,Bhilarewadi,18.4226974,73.8600309
10543,Mangdewadi Petrol Pump,18.4319939,73.858457
10544,Gujarwadi Phata,18.4381865,73.8604688
10545,Katraj,18.4467462,73.8589195
10546,Morebaug,18.4498161,73.8581133
10547,Sarpodyan,18.4538968,73.8584844
10548,Bharati Vidyapeeth Gate,18.4574924,73.8582189
10549,Balajinagar,18.4636393,73.8580599
10550,Shankar Maharaj Math,18.470121,73.857107
10551,Padmawati,18.4773477,73.8570164
10552,Natubaug,18.4809959,73.8571387
10553,Aranyeshwar Corner,18.4867147,73.8574042
10554,Bhapkar Petrol Pump,18.4893725,73.857311
10555,ST Colony,18.4936095,73.8577249
10556,Lakshminarayan,18.4963341,73.8578674
10557,Swargate,18.4994128,73.8582171
10558,Sarasbaug,18.5031503,73.8536458
10559,Bhikardas Maruti,18.5082935,73.8537079
10560,Shanipar,18.5123718,73.8537349
10561,Appa Balawant Chowk,18.5146911,73.8536932
10562,Dakshinmukhi Maruti,18.5180944,73.8539503
10563,Shaniwarwada,18.5196431,73.8544952
10564,Ma Na Pa,18.5237286,73.8541696
10565,Shivaji Putala,18.5265028,73.8524501
10566,Simla Office,18.5287457,73.849955
10567,Shivajinagar,18.5316434,73.8507572
10568,COEP Hostel,18.529985,73.850735
10569,Shivaji Putala,18.5261,73.8529
10570,Ma Na Pa,18.5241,73.854
10571,Kasba Peth Police Chowky,18.520458,73.8559142
10572,Vasant Talkies,18.5174497,73.8562536
10573,Gadikhana,18.512,73.8578
10574,Shahu Chowk,18.5092363,73.8579778
10575,Shivaji Maratha Highschool,18.5065,73.8581233
10576,Gokul Bhavan,18.5017949,73.8586536
10577,Swargate,18.499107,73.8584397
10578,Lakshminarayan,18.4963013,73.8581536
10579,ST Colony,18.4931038,73.8578813
10580,Bhapkar Petrol Pump,18.4902,73.8575
10581,Aranyeshwar Corner,18.4872,73.8576
10582,Natubaug,18.481586,73.8573523
10583,Padmawati,18.4748987,73.8563952
10584,Shankar Maharaj Math,18.4702283,73.8572433
10585,Balajinagar,18.4644045,73.8581543
10586,Bharati Vidyapeeth Gate,18.4568025,73.8585329
10587,Sarpodyan,18.4545924,73.8586966
10588,Morebaug,18.4493116,73.8583636
10589,COEP Hostel,18.5287433,73.8521484
10590,Shivaji Putala,18.5263369,73.8528214
10591,Ma Na Pa,18.5241396,73.8540392
10592,Kasba Peth Police Chowky,18.5197774,73.8561973
10593,Vasant Talkies,18.5174702,73.8563024
10594,Gadikhana,18.5119276,73.8579009
10595,Shahu Chowk,18.5090701,73.8580666
10596,Shivaji Maratha Highschool,18.5069971,73.8581227
10597,Gokul Bhavan,18.5015466,73.8586795
10598,Swargate,18.5003403,73.8585861
10599,Lakshminarayan,18.4960954,73.8581283
10600,ST Colony,18.4943088,73.858082
10601,Bhapkar Petrol Pump,18.4896561,73.8576551
10602,Aranyeshwar Corner,18.4863753,73.8576593
10603,Natubaug,18.4811257,73.8573763
10604,Padmawati,18.478504,73.8573614
10605,Shankar Maharaj Math,18.4705279,73.857254
10606,Balajinagar,18.4642776,73.8581863
10607,Bharati Vidyapeeth Gate,18.4569822,73.8585325
10608,Sarpodyan,18.4546712,73.8587254
10609,Morebaug,18.4498598,73.8582902
10610,Katraj,18.4483071,73.8577656
10611,Dattanagar Katraj Road,18.4496996,73.8491814
10612,Bhumkarnagar,18.4492891,73.8343316
10613,Narhegaon,18.4491263,73.8289256
10614,Narhegaon,18.4482936,73.8292208
10615,Bhumkarnagar,18.449258,73.8343434
10616,Dattanagar Katraj Road,18.4496793,73.8491604
10617,Katraj,18.4476291,73.8585792
10618,Morebaug,18.4498148,73.858108
10619,Balajinagar,18.46382,73.858013
10620,Shankar Maharaj Math,18.4701399,73.8570944
10621,Padmawati,18.4773567,73.8570204
10622,Aranyeshwar Corner,18.4866995,73.857415
10623,Bhapkar Petrol Pump,18.4893725,73.8573217
10624,ST Colony,18.4936095,73.8577329
10625,Lakshminarayan,18.4963519,73.8579358
10626,Sarasbaug,18.5031656,73.853678
10627,Bhikardas Maruti,18.5083037,73.8537025
10628,Shanipar,18.5122917,73.8538274
10629,Appa Balawant Chowk,18.5155176,73.8537361
10630,Dakshinmukhi Maruti,18.5181071,73.8539677
10631,Ma Na Pa,18.5237311,73.8541065
10632,Shivaji Putala,18.5265194,73.8524582
10633,Simla Office,18.5287406,73.8499618
10634,Shivajinagar,18.5317235,73.8510134
10635,Shivaji Putala,18.5265191,73.8524754
10636,Swargate,18.4994178,73.8581732
10637,Sarasbaug,18.5033406,73.8537209
10638,Bhikardas Maruti,18.5082051,73.8537034
10639,Shanipar,18.5117072,73.8537858
10640,Appa Balawant Chowk,18.5156029,73.8537791
10641,Dakshinmukhi Maruti,18.5180783,73.8539733
10642,Shaniwarwada,18.5197102,73.8544718
10643,Ma Na Pa,18.5234191,73.8542255
10644,Shivaji Putala,18.5262017,73.85277
10645,Simla Office,18.5298583,73.8497633
10646,Manjari Farm,18.4967046,73.9676351
10647,Lakshmi Colony,18.4981106,73.9579215
10648,15 Number,18.4989992,73.9514364
10649,Akashwani,18.4995219,73.9480731
10650,Agrawal Colony,18.5000488,73.9439666
10651,Hadapsar Gadital,18.5002405,73.9425645
10652,Hadapsargaon,18.5015624,73.9312593
10653,Magarpatta Dawakhana,18.5024545,73.9272305
10654,Vaiduwadi,18.5037956,73.9219396
10655,Ramtekdi,18.5061871,73.9133196
10656,Kalubai Mandir Ramtekdi,18.5064129,73.9065393
10657,Fatimanagar,18.506496,73.8997221
10658,Bhairoba Nala Police Chowky,18.5066014,73.8980328
10659,Racecourse,18.5065733,73.8955665
10660,Mahatma Gandhi Stand,18.5059439,73.8822655
10661,Golibar Maidan,18.5020979,73.8758485
10662,Meera Society,18.501636,73.8706254
10663,ST Vibhagiya Karyalay,18.5002671,73.8662495
10664,Ghorpade Peth,18.4998452,73.8638238
10665,Swargate Depo,18.5000307,73.8619842
10666,Swargate,18.4990179,73.8584465
10667,Lakshminarayan,18.4960949,73.8581753
10668,ST Colony,18.4942638,73.8580622
10669,Bhapkar Petrol Pump,18.4896606,73.8576568
10670,Natubaug,18.48811,73.85758
10671,Aranyeshwar Corner,18.48636,73.85765
10672,Padmawati,18.4784988,73.8573732
10673,Shankar Maharaj Math,18.4705404,73.8573445
10674,Balajinagar,18.4642713,73.858262
10675,Bharati Vidyapeeth Gate,18.4571296,73.8585241
10676,Sarpodyan,18.4539289,73.8586257
10677,Morebaug,18.4498354,73.8583288
10678,Sarpodyan,18.4538856,73.8584299
10679,Shankar Maharaj Math,18.4703267,73.8571433
10680,ST Colony,18.4922619,73.8575982
10681,Lakshminarayan,18.496245,73.8579983
10682,Swargate Depo,18.5003283,73.8612895
10683,Ghorpade Peth,18.5000029,73.8635797
10684,ST Vibhagiya Karyalay,18.5005545,73.8665204
10685,Meera Society,18.5019132,73.8706174
10686,Golibar Maidan,18.5024922,73.8771279
10687,Mahatma Gandhi Stand,18.506534,73.882059
10688,Racecourse,18.5066776,73.895242
10689,Fatimanagar,18.506641,73.8998321
10690,Kalubai Mandir Ramtekdi,18.5065954,73.9064293
10691,Ramtekdi,18.5063753,73.9121287
10692,Vaiduwadi,18.504228,73.9208801
10693,Gurushankar Math,18.5032683,73.9245867
10694,Magarpatta Dawakhana,18.5026707,73.9268416
10695,Hadapsargaon,18.5017023,73.9330617
10696,Hadapsar Gadital,18.5009305,73.9390696
10697,Agrawal Colony,18.5002167,73.94398
10698,Akashwani,18.4995931,73.9482448
10699,15 Number,18.4992281,73.9508946
10700,Lakshmi Colony,18.4984031,73.9570042
10701,Manjari Farm,18.4968496,73.9678014
10702,Alandi,18.6744291,73.8973133
10703,ST Stand Alandi,18.6723537,73.892437
10704,Dehu Phata,18.6699016,73.8911737
10705,Kale Petrol Pump,18.6681692,73.8903295
10706,Katevasti,18.6660709,73.8887302
10707,Charholi Phata,18.6616391,73.8866226
10708,Chovisawadi,18.6570344,73.8855759
10709,Vadmukhwadi,18.6541234,73.8841389
10710,Gokhalemala,18.6470362,73.8807104
10711,Nirma Company,18.6459497,73.8804395
10712,Sai Mandir,18.6417404,73.877432
10713,Moze Vidyalay Alandi Road,18.6388151,73.8752943
10714,Magzine,18.6325133,73.8733973
10715,Gajanan Maharaj Mandir Alandi Road,18.6319226,73.8725923
10716,Banacha Odha,18.6274184,73.8652621
10717,Shastri Chowk,18.6246594,73.8589509
10718,Maharashtra Chowk,18.624267,73.8562717
10719,PMT Chowk Bhosari,18.6204799,73.8505616
10720,Gavhanevasti Bhosari,18.620539,73.8492511
10721,Agnishamak Kendra Landewadi,18.6202908,73.8462896
10722,Landewadi,18.620574,73.840973
10723,Philips,18.6257499,73.8340452
10724,Tulsi Chemicals,18.6280472,73.8319592
10725,Jayanand Khira,18.6300236,73.830177
10726,Abhi Chemical,18.6325227,73.8279126
10727,C Prabhag Karyalay,18.632132,73.8267309
10728,Jyoti English School,18.6306412,73.8237427
10729,Nehrunagar,18.6298353,73.8199585
10730,Nehrunagar Corner,18.628587,73.815919
10731,HA Corner,18.628568,73.815045
10732,Kamgarnagar,18.629082,73.81219
10733,Gandhinagar,18.6291974,73.8081513
10734,Mahindra Company,18.6284606,73.8074398
10735,Pimpri,18.6270932,73.8063622
10736,Kundan Hotel,18.6258293,73.8054127
10737,Gokul Hotel,18.6246327,73.8033351
10738,Shagun Chowk,18.6225746,73.8014823
10739,Jijamata Hospital,18.619873,73.801373
10740,Jayhind Highschool,18.6183482,73.8008576
10741,Ashok Talkies,18.615197,73.8041412
10742,Pimprigaon,18.611709,73.803608
10743,Jijamata Hospital,18.6199124,73.8012575
10744,Karachi Chowk,18.6213293,73.8014592
10745,Lal Mandir,18.6231637,73.7985513
10746,Bhatnagar,18.6251283,73.797746
10747,Morwadi Chowk,18.6288355,73.8037182
10748,Pimpri,18.6267297,73.8055026
10749,Kamgarnagar,18.6291523,73.8122233
10750,HA Corner,18.6286785,73.8150549
10751,Nehrunagar Corner,18.6286984,73.8158891
10752,Landewadi,18.6206258,73.841057
10753,Dehu Phata,18.6700236,73.8911871
10754,ST Stand Alandi,18.6723575,73.8923807
10755,Alandi,18.6749424,73.8969592
10756,Bopkhel Phata,18.59288,73.8638
10757,Parandenagar,18.6174863,73.874011
10758,Duttanagar,18.62231,73.87412
10759,Magzine,18.6334276,73.8746062
10760,Gajanan Maharaj Mandir Alandi Road,18.63253,73.87342
10761,Banacha Odha,18.627362,73.8652911
10762,Shastri Chowk,18.6246039,73.8588814
10763,Maharashtra Chowk,18.6242283,73.8561883
10764,Agnishamak Kendra Landewadi,18.62019,73.84586
10765,Landewadi,18.6206467,73.840895
10766,Philips,18.6258427,73.8338939
10767,Tulsi Chemicals,18.6277733,73.8321867
10768,Jayanand Khira,18.6300507,73.8300934
10769,Abhi Chemical,18.6315441,73.8287811
10770,C Prabhag Karyalay,18.6315284,73.8261011
10771,Jyoti English School,18.630614,73.8237881
10772,Nehrunagar,18.6298232,73.820018
10773,Nehrunagar Corner,18.6295758,73.8193395
10774,HA Corner,18.6285883,73.8151107
10775,Kamgarnagar,18.6290833,73.81218
10776,Gandhinagar,18.629321,73.810903
10777,Mahindra Company,18.629218,73.808202
10778,Pimpri,18.6269012,73.8053703
10779,Kundan Hotel,18.6257102,73.8053847
10780,Gokul Hotel,18.6246332,73.8033409
10781,Shagun Chowk,18.6225137,73.8015372
10782,Jijamata Hospital,18.6184779,73.8008402
10783,Jayhind Highschool,18.6174043,73.8008638
10784,Ashok Talkies,18.6151611,73.8046775
10785,Pimprigaon,18.6119083,73.8044733
10786,Pimprigaon,18.6119649,73.8044257
10787,Jayhind Highschool,18.6184094,73.800896
10788,Jijamata Hospital,18.6190048,73.8008842
10789,Karachi Chowk,18.6212784,73.8013538
10790,Lal Mandir,18.6232403,73.7984573
10791,Bhatnagar,18.6254371,73.7990208
10792,Morwadi Chowk,18.6295721,73.8031704
10793,Pimpri,18.6267837,73.8055003
10794,Mahindra Company,18.6291958,73.8081906
10795,Gandhinagar,18.6293,73.80895
10796,HA Corner,18.6286715,73.8150931
10797,Nehrunagar Corner,18.6296475,73.8193165
10798,Nehrunagar,18.6300653,73.8207789
10799,Jyoti English School,18.6306469,73.8238612
10800,C Prabhag Karyalay,18.6321456,73.826759
10801,Abhi Chemical,18.6325309,73.8272243
10802,Jayanand Khira,18.6298793,73.8302953
10803,Tulsi Chemicals,18.6279557,73.8320174
10804,Philips,18.62555,73.83424
10805,Landewadi,18.6206096,73.8410555
10806,Agnishamak Kendra Landewadi,18.620638,73.848245
10807,Gavhanevasti Bhosari,18.620537,73.84928
10808,Maharashtra Chowk,18.62428,73.85638
10809,Shastri Chowk,18.6246541,73.8589982
10810,Banacha Odha,18.6274076,73.865271
10811,Gajanan Maharaj Mandir Alandi Road,18.6319378,73.8725724
10812,Magzine,18.6325982,73.8735858
10813,Telco Godown,18.6267365,73.874493
10814,Duttanagar,18.62252,73.87415
10815,Dighi,18.6096401,73.8732629
10816,Wireless Colony,18.6004716,73.8730031
10817,Bopkhel Phata,18.5930855,73.863853
10818,Ganeshnagar Bopkhel,18.5883736,73.8625768
10819,Gavhanevasti Bhosari,18.6231823,73.851471
10820,Gavhanevasti Bhosari,18.6204934,73.8489597
10821,Landewadi,18.6197721,73.8414029
10822,Philips,18.6256343,73.8341326
10823,Jyoti English School,18.6307716,73.8237076
10824,Nehrunagar Corner,18.6296165,73.81942
10825,HA Corner,18.6285396,73.8152946
10826,Gandhinagar,18.6290443,73.8079374
10827,Mahindra Company,18.6270655,73.8063494
10828,Pimpri,18.6263897,73.8058231
10829,Kundan Hotel,18.625565,73.8053617
10830,Shagun Chowk,18.62213,73.8019433
10831,Jijamata Hospital,18.6191278,73.8009024
10832,Ashok Talkies,18.6149133,73.8041371
10833,Jayhind Highschool,18.6171683,73.8008483
10834,Jijamata Hospital,18.6191341,73.8008863
10835,Karachi Chowk,18.6212349,73.8016739
10836,Lal Mandir,18.623148,73.798584
10837,Bhatnagar,18.6251786,73.7977435
10838,Morwadi Chowk,18.6247089,73.8010401
10839,Pimpri,18.6294667,73.802655
10840,Mahindra Company,18.627071,73.8063018
10841,Gandhinagar,18.6290601,73.8079105
10842,Kamgarnagar,18.629334,73.809411
10843,Nehrunagar Corner,18.6296333,73.8191733
10844,Nehrunagar,18.6298294,73.8199477
10845,Jyoti English School,18.6306312,73.8237371
10846,C Prabhag Karyalay,18.6319438,73.8265584
10847,Tulsi Chemicals,18.6279317,73.8320533
10848,Philips,18.6255691,73.8341436
10849,Landewadi,18.6198592,73.8407174
10850,Agnishamak Kendra Landewadi,18.6199559,73.8450359
10851,Gavhanevasti Bhosari,18.6201619,73.8458153
10852,Gavhanevasti Bhosari,18.6206783,73.848145
10853,Ravet Basket Pul,18.64288,73.75298
10854,Ravet Corner,18.64315,73.75294
10855,DY Patil College Akurdi,18.6464769,73.7586717
10856,Dharmaraj Chowk,18.64951,73.76164
10857,PCP College Chowk,18.65107,73.76336
10858,Akurdi Police Chowky,18.650545,73.7671547
10859,Hegdewar Bhavan,18.65217,73.76596
10860,Patidar Bhavan,18.6546748,73.763702
10861,Ganesh Talav,18.6546016,73.7625315
10862,Vedant Dairy,18.6544978,73.7615629
10863,Durgesh Mandir,18.6570124,73.7611769
10864,Mukbadhir Shala,18.66028,73.764312
10865,Appughar Corner,18.661644,73.765585
10866,Wahtuknagari,18.6624696,73.7692788
10867,Krushna Mandir Nigdi,18.6638065,73.773428
10868,Nigdi,18.6598806,73.7771837
10869,Nigdi,18.65942,73.776886
10870,Nigdi,18.6618488,73.7747303
10871,Krushna Mandir Nigdi,18.66325,73.77342
10872,Wahtuknagari,18.6622993,73.7692707
10873,Appughar Corner,18.6614992,73.7655448
10874,Mukbadhir Shala,18.6602991,73.7644857
10875,Durgesh Mandir,18.657034,73.7611608
10876,Vedant Dairy,18.654513,73.7615938
10877,Ganesh Talav,18.6546282,73.7625315
10878,Patidar Bhavan,18.6547714,73.76382
10879,Hegdewar Bhavan,18.6522691,73.76607
10880,Akurdi Police Chowky,18.6509872,73.7672244
10881,PCP College Chowk,18.6510192,73.7635316
10882,Dharmaraj Chowk,18.6494687,73.7617252
10883,DY Patil College Akurdi,18.6463918,73.7587804
10884,Ravet Corner,18.6432568,73.7531733
10885,Akurdi Railway Station,18.649019,73.76532
10886,Pradhikaran Police Chowky,18.650894,73.767365
10887,Sambhaji Chowk,18.6492757,73.7700437
10888,Prachi Apartment,18.6457283,73.77032
10889,Bijalinagar Corner,18.6452117,73.7704583
10890,Jiveshwar Society,18.6447449,73.7725164
10891,Ganganagar Pradhikaran,18.6472616,73.7765048
10892,Ashoka Bungalow,18.6481455,73.7763085
10893,Trimurti Hall,18.6496592,73.7758953
10894,Lokmanya Hospital Pradhikaran,18.6557317,73.7734967
10895,A Ward Office,18.6556117,73.7729983
10896,Sindhunagar,18.6557983,73.7709271
10897,Big India,18.6571024,73.7650967
10898,Mukbadhir Shala,18.6594498,73.7647439
10899,Appughar Corner,18.6616495,73.7655715
10900,Transportnagar,18.6620035,73.7666026
10901,Krushna Mandir Nigdi,18.6623363,73.7685032
10902,Nigdi,18.6637116,73.7729445
10903,Krushna Mandir Nigdi,18.6621633,73.768305
10904,Transportnagar,18.661985,73.7670167
10905,Appughar Corner,18.661525,73.7656833
10906,Mukbadhir Shala,18.6596817,73.7647367
10907,Big India,18.656955,73.7651933
10908,Sindhunagar,18.6558833,73.7709783
10909,A Ward Office,18.6557683,73.7721867
10910,Lokmanya Hospital Pradhikaran,18.6558917,73.7735467
10911,Trimurti Hall,18.6529233,73.7746983
10912,Ashoka Bungalow,18.6496643,73.7759516
10913,Ganganagar Pradhikaran,18.647268,73.7766027
10914,Jiveshwar Society,18.6445733,73.7725083
10915,Bijalinagar Corner,18.64522,73.7699667
10916,Prachi Apartment,18.6457182,73.7700866
10917,Sambhaji Chowk,18.64923,73.7700317
10918,Pradhikaran Police Chowky,18.6507212,73.7673221
10919,Akurdi Railway Station,18.649057,73.765247
10920,Gavhanevasti Bhosari,18.6204083,73.8492317
10921,Agnishamak Kendra Landewadi,18.6205667,73.847565
10922,Gavhanevasti Bhosari,18.6203067,73.8465083
10923,Electronic Sadan,18.6230856,73.8385685
10924,Century Enka Company,18.6275828,73.8344512
10925,Indrayaninagar Corner,18.6295599,73.8326524
10926,Power House Indrayninagar,18.6326489,73.8297612
10927,Ganeshnagar Telco Road,18.6346341,73.828004
10928,Gavali Matha,18.6368791,73.8260131
10929,Yashwantnagar Telco Road,18.6405227,73.8226335
10930,Telco Hostel,18.6415989,73.8216989
10931,Telco Company,18.6444265,73.8184925
10932,KSB Chowk,18.6496133,73.8092283
10933,Exide Battery,18.647283,73.8053073
10934,Sangvi College,18.6457802,73.8030862
10935,Mohannagar Chinchwad,18.6424852,73.7974852
10936,Midc Office,18.6414733,73.7956383
10937,Chinchwad Station,18.6382609,73.7945502
10938,Lokmanya Hospital,18.636678,73.7896974
10939,More Prekshagruha,18.6344149,73.7877704
10940,Elpro Company,18.6331014,73.7857153
10941,Darshan Hall,18.62932,73.7866567
10942,Kalimata Mandir,18.628306,73.7847317
10943,Chinchwadgaon,18.628245,73.7824217
10944,Chinchwadgaon,18.6282933,73.7822967
10945,Kalimata Mandir,18.6286017,73.7853617
10946,Darshan Hall,18.6294583,73.7867133
10947,Elpro Company,18.6327117,73.7858683
10948,More Prekshagruha,18.634375,73.7875033
10949,Lokmanya Hospital,18.6363817,73.7891983
10950,Chinchwad Station,18.639335,73.794255
10951,Midc Office,18.64118,73.795005
10952,Mohannagar Chinchwad,18.6426387,73.79746
10953,Sangvi College,18.64591,73.8030033
10954,Exide Battery,18.6477,73.8059917
10955,KSB Chowk,18.6493693,73.8078958
10956,Telco Company,18.6444345,73.8188734
10957,Telco Hostel,18.6421784,73.821493
10958,Yashwantnagar Telco Road,18.64084,73.8226467
10959,Gavali Matha,18.6380997,73.8251038
10960,Ganeshnagar Telco Road,18.6348067,73.828135
10961,Power House Indrayninagar,18.6323983,73.8303167
10962,Indrayaninagar Corner,18.6287183,73.8336967
10963,Century Enka Company,18.6243667,73.8376283
10964,Electronic Sadan,18.6229496,73.8389587
10965,Landewadi,18.62071,73.84093
10966,Gavhanevasti Bhosari,18.620265,73.8461017
10967,Agnishamak Kendra Landewadi,18.620595,73.84842
10968,Gavhanevasti Bhosari,18.620395,73.849165
10969,Dy Patil College Wadgaonmawal,18.75368,73.67183
10970,Ambi Phata,18.7458193,73.6614418
10971,Vadgaonmawal Phata,18.7283538,73.6547844
10972,Swarajnagari,18.7291843,73.6579676
10973,Paisa Fund,18.7313645,73.6612773
10974,Samarth Vidyalay,18.7326806,73.6636738
10975,Talegaon Dhabhade Petrol Pump,18.7327,73.667427
10976,Eagle Company,18.7322835,73.6706818
10977,Talegaon Station,18.7326601,73.6733072
10978,Nutan Vidyalaya,18.7299802,73.6764708
10979,Talegaon Nagarparishad,18.7256432,73.6805647
10980,Jijamata Chowk,18.7213252,73.6842097
10981,Maruti Mandir Talegaondabhade Road,18.719768,73.6827429
10982,Bhandari Hospital,18.7182585,73.6803522
10983,Vipraj Company,18.7169981,73.678418
10984,Talegaon Khind,18.7132824,73.6777087
10985,Gruhaprakalp,18.7099031,73.6814338
10986,Somatne Phata,18.7036353,73.6871039
10987,Poona Poultry,18.7003495,73.6923004
10988,Shankarwadi Begdewadi,18.6978027,73.7031481
10989,Amarjai Mandir,18.6968163,73.7083976
10990,Navlakh Umbre Pumping Station,18.6938403,73.7121758
10991,Indrayani Darshan,18.6901145,73.7168143
10992,Krushna Mandir Dehu Road,18.6891947,73.7179127
10993,Central Restaurant,18.6872599,73.7202356
10994,Dehuroad Police Lane,18.6863504,73.7221296
10995,Judson Highschool,18.6859004,73.7234871
10996,Gurudwara,18.6831691,73.7295608
10997,Dehuroad Bazar,18.6816571,73.7306363
10998,Bank Of India Dehuroad,18.680848,73.7312152
10999,Ordinance Factory,18.6785158,73.7378963
11000,CISV,18.6782583,73.7453516
11001,Garden City,18.6780077,73.7471217
11002,Kendriya Vidyalay Dehu Road,18.6768544,73.7528031
11003,B Sub Depot,18.6754975,73.7595974
11004,Kohima Line,18.6730115,73.7645744
11005,Kohima Line,18.6654753,73.7717147
11006,Bhakti Shakti,18.66379,73.7733499
11007,Nigdi,18.6610896,73.7758051
11008,Nigdi,18.6598698,73.7765454
11009,Nigdi,18.6598393,73.7765883
11010,Nigdi,18.6635054,73.7731246
11011,Bhakti Shakti,18.665455,73.771425
11012,Kohima Line,18.6733545,73.7641828
11013,B Sub Depot,18.6754124,73.7597436
11014,Kendriya Vidyalay Dehu Road,18.6768595,73.7525402
11015,Garden City,18.6779289,73.7473551
11016,Ordinance Factory,18.678479,73.7379111
11017,Bank Of India Dehuroad,18.6808277,73.7311616
11018,Dehuroad Bazar,18.6817028,73.730521
11019,Gurudwara,18.6831208,73.7295085
11020,Judson Highschool,18.6858902,73.7233852
11021,Dehuroad Police Lane,18.6863174,73.7220518
11022,Central Restaurant,18.6873107,73.7199727
11023,Krushna Mandir Dehu Road,18.6887831,73.7181702
11024,Indrayani Darshan,18.6895809,73.7172166
11025,Navlakh Umbre Pumping Station,18.6937183,73.7121114
11026,Amarjai Mandir,18.696707,73.7082782
11027,Shankarwadi Begdewadi,18.6976147,73.7030945
11028,Poona Poultry,18.700131,73.692236
11029,Somatne Phata,18.7035235,73.68701
11030,Gruhaprakalp,18.7083483,73.6822921
11031,Talegaon Khind,18.7138819,73.6766465
11032,Vipraj Company,18.7168965,73.6780639
11033,Bhandari Hospital,18.7182102,73.6801376
11034,Maruti Mandir Talegaondabhade Road,18.7201338,73.6827509
11035,Jijamata Chowk,18.7215487,73.684376
11036,Talegaon nagarparishad,18.7255911,73.6805352
11037,Nutan Vidyalaya,18.7299319,73.6764654
11038,Talegaon Station,18.7326131,73.6738799
11039,Samarth Vidyalay,18.7324876,73.6633653
11040,Paisa Fund,18.7313023,73.6612773
11041,Swarajnagari,18.7292453,73.6584397
11042,Navlakh Umbre,18.8002056,73.6987782
11043,Navlakh Umbre Jalshuddhikaran Kendra,18.7944366,73.694948
11044,Hero Chassis,18.7918593,73.694846
11045,General Motors,18.7892591,73.6944223
11046,Posco Company,18.7874486,73.6941433
11047,Inland Containors,18.7825528,73.6934137
11048,JCB,18.7766537,73.6921907
11049,Nanavli Phata,18.7710313,73.6888057
11050,Vartesh Flourist,18.7654952,73.6844858
11051,MIDC Circle,18.7638007,73.6829984
11052,Gurudatta Fabricators,18.7602695,73.6756346
11053,Ambigaon,18.7558907,73.6731905
11054,Sairang Dhaba,18.7532694,73.671649
11055,Ganeshnagar Navlakh Umbre Road,18.7420444,73.6581461
11056,Sunrise Residency,18.7282293,73.6543713
11057,Warhade Phata,18.72978,73.659585
11058,Indrayani Karyalay Navlakh Umbre Road,18.7315284,73.6615938
11059,Samarth Vidyalay,18.7326832,73.6637649
11060,Talegaon Dhabhade Petrol Pump,18.7327483,73.6671883
11061,Eagle Company,18.7324943,73.6680908
11062,Talegaon Station,18.7327033,73.6738933
11063,Nutan Vidyalaya,18.72997,73.6765083
11064,Talegaon nagarparishad,18.7256609,73.6804976
11065,Jijamata Chowk,18.72163,73.684321
11066,Maruti Mandir Talegaondabhade Road,18.720083,73.6827857
11067,Bhandari Hospital,18.7181988,73.6801845
11068,Vipraj Company,18.7168876,73.6780693
11069,Talegaon Khind,18.7140013,73.6769053
11070,Gruhaprakalp,18.7083991,73.682394
11071,Somatne Phata,18.7033609,73.687297
11072,Poona Poultry,18.7002961,73.6922816
11073,Shankarwadi Begdewadi,18.6978027,73.7030382
11074,Amarjai Mandir,18.6976445,73.7057435
11075,Navlakh Umbre Pumping Station,18.6968002,73.7083322
11076,Indrayani Darshan,18.6901983,73.716605
11077,Krushna Mandir Dehu Road,18.6888847,73.7181702
11078,Central Restaurant,18.6874924,73.7199097
